
1,0.061802,640000
1,0.061183,640000
1,0.111090,640000
1,0.061851,640000
1,0.061324,640000
1,0.061800,640000
1,0.061738,640000
1,0.060723,640000
1,0.061482,640000
1,0.061547,640000
1,0.061041,640000
1,0.061867,640000
1,0.061774,640000
1,0.061681,640000
1,0.061797,640000
1,0.069825,640000
1,0.060874,640000
1,0.061401,640000
1,0.061571,640000
1,0.061244,640000
2,0.061363,640000
2,0.061467,640000
2,0.061314,640000
2,0.061529,640000
2,0.061764,640000
2,0.061095,640000
2,0.061292,640000
2,0.061367,640000
2,0.062361,640000
2,0.061517,640000
2,0.061407,640000
2,0.061610,640000
2,0.061780,640000
2,0.061871,640000
2,0.065502,640000
2,0.061565,640000
2,0.062041,640000
2,0.061445,640000
2,0.061188,640000
2,0.061305,640000
3,0.061229,640000
3,0.060633,640000
3,0.061356,640000
3,0.061010,640000
3,0.060925,640000
3,0.061397,640000
3,0.063846,640000
3,0.061775,640000
3,0.061553,640000
3,0.061563,640000
3,0.062059,640000
3,0.061268,640000
3,0.061531,640000
3,0.062136,640000
3,0.060911,640000
3,0.061244,640000
3,0.061313,640000
3,0.061236,640000
3,0.062019,640000
3,0.061868,640000
4,0.061285,640000
4,0.062115,640000
4,0.062022,640000
4,0.061630,640000
4,0.062371,640000
4,0.061258,640000
4,0.061398,640000
4,0.062950,640000
4,0.061164,640000
4,0.061800,640000
4,0.060990,640000
4,0.061323,640000
4,0.061138,640000
4,0.062447,640000
4,0.061434,640000
4,0.064582,640000
4,0.069431,640000
4,0.062441,640000
4,0.061862,640000
4,0.061840,640000
5,0.062363,640000
5,0.061567,640000
5,0.061861,640000
5,0.061356,640000
5,0.061628,640000
5,0.065393,640000
5,0.061758,640000
5,0.061716,640000
5,0.062203,640000
5,0.061556,640000
5,0.061933,640000
5,0.061905,640000
5,0.060931,640000
5,0.061447,640000
5,0.062141,640000
5,0.060851,640000
5,0.061454,640000
5,0.062255,640000
5,0.061103,640000
5,0.061687,640000
6,0.061442,640000
6,0.069542,640000
6,0.061704,640000
6,0.062036,640000
6,0.061107,640000
6,0.061597,640000
6,0.062734,640000
6,0.061531,640000
6,0.061945,640000
6,0.069508,640000
6,0.061456,640000
6,0.061835,640000
6,0.062521,640000
6,0.061718,640000
6,0.062148,640000
6,0.062629,640000
6,0.068253,640000
6,0.061460,640000
6,0.062018,640000
6,0.061137,640000
7,0.063450,640000
7,0.062226,640000
7,0.062130,640000
7,0.061242,640000
7,0.063988,640000
7,0.060871,640000
7,0.061489,640000
7,0.062985,640000
7,0.061214,640000
7,0.061150,640000
7,0.063684,640000
7,0.062393,640000
7,0.061142,640000
7,0.061616,640000
7,0.061347,640000
7,0.061353,640000
7,0.063684,640000
7,0.061236,640000
7,0.061432,640000
7,0.063712,640000
8,0.061625,640000
8,0.061354,640000
8,0.061855,640000
8,0.061205,640000
8,0.060969,640000
8,0.061961,640000
8,0.061636,640000
8,0.061452,640000
8,0.063400,640000
8,0.061143,640000
8,0.061102,640000
8,0.061700,640000
8,0.062615,640000
8,0.061296,640000
8,0.061145,640000
8,0.061708,640000
8,0.060997,640000
8,0.061436,640000
8,0.061855,640000
8,0.061484,640000
9,0.061043,640000
9,0.061875,640000
9,0.061489,640000
9,0.061368,640000
9,0.061602,640000
9,0.061605,640000
9,0.061552,640000
9,0.061691,640000
9,0.061406,640000
9,0.061134,640000
9,0.062334,640000
9,0.061848,640000
9,0.062175,640000
9,0.061433,640000
9,0.061243,640000
9,0.063467,640000
9,0.061679,640000
9,0.060931,640000
9,0.061761,640000
9,0.060896,640000
10,0.061611,640000
10,0.061500,640000
10,0.061649,640000
10,0.061745,640000
10,0.060824,640000
10,0.062224,640000
10,0.062331,640000
10,0.061268,640000
10,0.061161,640000
10,0.061055,640000
10,0.109827,640000
10,0.069363,640000
10,0.061073,640000
10,0.062948,640000
10,0.060894,640000
10,0.061000,640000
10,0.062025,640000
10,0.060721,640000
10,0.061689,640000
10,0.061899,640000
11,0.061366,640000
11,0.061044,640000
11,0.062157,640000
11,0.061087,640000
11,0.061347,640000
11,0.063597,640000
11,0.061137,640000
11,0.061723,640000
11,0.061877,640000
11,0.061137,640000
11,0.061819,640000
11,0.061475,640000
11,0.060812,640000
11,0.068682,640000
11,0.063542,640000
11,0.061265,640000
11,0.061884,640000
11,0.061988,640000
11,0.060783,640000
11,0.061502,640000
12,0.061791,640000
12,0.061012,640000
12,0.061681,640000
12,0.061366,640000
12,0.061442,640000
12,0.061609,640000
12,0.061836,640000
12,0.061378,640000
12,0.061092,640000
12,0.061305,640000
12,0.060600,640000
12,0.061627,640000
12,0.061002,640000
12,0.061241,640000
12,0.062655,640000
12,0.061349,640000
12,0.061602,640000
12,0.061850,640000
12,0.061660,640000
12,0.060796,640000
13,0.061274,640000
13,0.061331,640000
13,0.067689,640000
13,0.062701,640000
13,0.060712,640000
13,0.061331,640000
13,0.062493,640000
13,0.061436,640000
13,0.061597,640000
13,0.061751,640000
13,0.061478,640000
13,0.061511,640000
13,0.061198,640000
13,0.061808,640000
13,0.061818,640000
13,0.061315,640000
13,0.068864,640000
13,0.062351,640000
13,0.061182,640000
13,0.061446,640000
14,0.061253,640000
14,0.061514,640000
14,0.061718,640000
14,0.061342,640000
14,0.061435,640000
14,0.061614,640000
14,0.061307,640000
14,0.061531,640000
14,0.061591,640000
14,0.061158,640000
14,0.061364,640000
14,0.061739,640000
14,0.061326,640000
14,0.060856,640000
14,0.061731,640000
14,0.061583,640000
14,0.061578,640000
14,0.061250,640000
14,0.061093,640000
14,0.061415,640000
15,0.061286,640000
15,0.061033,640000
15,0.061759,640000
15,0.061547,640000
15,0.061584,640000
15,0.061570,640000
15,0.062020,640000
15,0.061371,640000
15,0.061716,640000
15,0.061284,640000
15,0.061263,640000
15,0.062203,640000
15,0.061694,640000
15,0.061524,640000
15,0.061730,640000
15,0.061849,640000
15,0.061417,640000
15,0.061710,640000
15,0.062021,640000
15,0.061218,640000
16,0.061126,640000
16,0.061952,640000
16,0.061784,640000
16,0.061696,640000
16,0.062014,640000
16,0.061078,640000
16,0.061305,640000
16,0.061619,640000
16,0.062151,640000
16,0.061369,640000
16,0.061384,640000
16,0.061153,640000
16,0.061533,640000
16,0.061460,640000
16,0.061937,640000
16,0.060632,640000
16,0.062528,640000
16,0.061561,640000
16,0.060826,640000
16,0.061605,640000
17,0.094365,640000
17,0.060888,640000
17,0.068475,640000
17,0.067190,640000
17,0.061040,640000
17,0.063253,640000
17,0.061341,640000
17,0.060843,640000
17,0.062079,640000
17,0.061297,640000
17,0.061452,640000
17,0.063184,640000
17,0.062662,640000
17,0.061260,640000
17,0.062196,640000
17,0.061998,640000
17,0.070266,640000
17,0.064236,640000
17,0.060494,640000
17,0.061484,640000
18,0.066442,640000
18,0.077280,640000
18,0.072903,640000
18,0.073254,640000
18,0.064448,640000
18,0.061775,640000
18,0.061565,640000
18,0.061628,640000
18,0.061284,640000
18,0.061531,640000
18,0.065452,640000
18,0.062085,640000
18,0.061482,640000
18,0.062014,640000
18,0.061680,640000
18,0.063484,640000
18,0.068894,640000
18,0.061795,640000
18,0.061155,640000
18,0.062243,640000
19,0.064530,640000
19,0.069107,640000
19,0.065000,640000
19,0.063572,640000
19,0.066908,640000
19,0.074877,640000
19,0.063073,640000
19,0.068038,640000
19,0.065328,640000
19,0.063208,640000
19,0.078242,640000
19,0.063678,640000
19,0.062892,640000
19,0.062385,640000
19,0.065690,640000
19,0.062800,640000
19,0.061872,640000
19,0.063473,640000
19,0.061079,640000
19,0.062150,640000
20,0.064856,640000
20,0.061869,640000
20,0.062571,640000
20,0.064925,640000
20,0.065411,640000
20,0.064450,640000
20,0.077043,640000
20,0.072009,640000
20,0.073967,640000
20,0.062747,640000
20,0.072570,640000
20,0.075848,640000
20,0.075303,640000
20,0.081732,640000
20,0.064024,640000
20,0.066641,640000
20,0.068012,640000
20,0.061665,640000
20,0.062314,640000
20,0.063815,640000
